# ========================================================
# RESULTADOS DE AJUSTE ELIPSOMÉTRICO (AUTORANGE + TMM)
# ========================================================
# Archivo de origen: Al2O3_nanotubes.8-med1.txt
# Espesores óptimos (nm): [np.float64(42.0776645249414), np.float64(904.9481874976871)]
# Error mínimo (Chi2 Red / MSE): 1.891272e-01
# Parámetros de dispersión optimizados:
#   Capa 'Al2O3_nanotube': {'model': 'bruggeman_EMA', 'linked_to': 'Al2O3', 'f_air': 0.6908546104937516, 'f_optimized': True}
#   Capa 'Al2O3': {'model': 'cauchy', 'A': 1.64825619343925, 'B': -6.292636942714054, 'C': -2.627949642401626}
# ========================================================
# Wavelength_nm	Is_exp	Is_fit	Ic_exp	Ic_fit	Psi_exp_deg	Psi_fit_deg	Delta_exp_deg	Delta_fit_deg
449.7417	0.997987	-0.041969	-0.010469	-0.911892	46.7930	32.9516	90.6010	-177.3649
449.2382	0.997749	-0.015243	-0.011877	-0.914149	46.8920	33.0516	90.6820	-179.0447
448.7345	0.997494	0.011937	-0.013337	-0.915811	46.9920	33.1662	90.7660	179.2532
448.2307	0.997228	0.039510	-0.014778	-0.916847	47.0910	33.2959	90.8490	177.5324
447.7267	0.996953	0.067326	-0.016236	-0.917227	47.1880	33.4407	90.9330	175.8019
447.2227	0.996664	0.095331	-0.017675	-0.916931	47.2850	33.6008	91.0160	174.0644
446.7186	0.996361	0.123484	-0.019149	-0.915942	47.3820	33.7761	91.1010	172.3219
446.2143	0.996054	0.151743	-0.020621	-0.914243	47.4760	33.9669	91.1860	170.5762
445.7099	0.995734	0.179915	-0.022092	-0.911841	47.5700	34.1724	91.2710	168.8384
445.2054	0.995404	0.207994	-0.023562	-0.908726	47.6630	34.3922	91.3560	167.1079
444.7008	0.995065	0.236035	-0.025031	-0.904879	47.7550	34.6268	91.4410	165.3804
444.1960	0.994717	0.263990	-0.026499	-0.900295	47.8460	34.8759	91.5260	163.6575
443.6912	0.994359	0.291795	-0.027983	-0.894975	47.9360	35.1390	91.6120	161.9421
443.1862	0.993990	0.319407	-0.029466	-0.888918	48.0260	35.4161	91.6980	160.2356
442.6812	0.993621	0.346808	-0.030931	-0.882131	48.1130	35.7079	91.7830	158.5379
442.1759	0.993239	0.373934	-0.032428	-0.874619	48.2000	36.0135	91.8700	156.8514
441.6706	0.992850	0.400700	-0.033908	-0.866399	48.2860	36.3318	91.9560	155.1800
441.1652	0.992454	0.427054	-0.035386	-0.857487	48.3710	36.6622	92.0420	153.5253
440.6596	0.992051	0.452945	-0.036880	-0.847901	48.4550	37.0039	92.1290	151.8891
440.1540	0.991637	0.478316	-0.038372	-0.837671	48.5390	37.3561	92.2160	150.2733
